Song_id,Rank,Title,Artist,Lyric,Genre
15,16,Payphone (Feat. Wiz Khalifa),Maroon 5,I'm at a payphone trying to call homeAll of my change I spent on youWhere have the times goneBaby it's all wrongWhere are the plans wemade for twoYeah I I know it's hard to rememberThe people we used to beIt's even harder to pictureThat you're not here next to meYou say it's toolate to make itBut is it too late to tryAnd in our timethat you wastedAll of our bridges burned downI've wasted my nightsYou turned out the lightsNow I'm paralyzedStill stuck in thattime when we called it loveBut even the sun sets in paradiseI'm at a payphone trying to call homeAll of my change I spent on youWhere have the times goneBaby it's all wrongWhere are the planswe made for twoIf happy ever after did existI would still be holding you like thisAll those fairytales are full of shitOne more fucking love songI'll be sick ohYou turned your back on tomorrow'Cause you forgotyesterdayI gave you my love to borrowBut you just gave it awayYou can't expect me to be fineI don't expect you to careI know I said it beforeBut all of our bridges burned downI've wasted my nightsYou turned out the lightsNow I'm paralyzedStill stuck in thattime when we called it loveBut even the sun sets in paradiseI'm at a payphone trying to call homeAll of my change Ispent on youWhoa whoa-oaWhere have the times goneBaby it's all wrongWhere are the planswe made for twoIf happy ever after did existI would still be holding you like thisAnd all those fairytales are full of shitOne more fucking love song I'll be sickNow I'm at a payphoneMan fuck that shitI'll be out spending all this moneyWhile you're sitting'round wonderingWhy it wasn'tyou who came upfrom nothingMade it from the bottomNow when you see me I'm stuntin'And all of my cars startwith the push of a buttonTelling me I changed sinceI blew up or whatever you call itSwitched the number to my phoneso you never could call itDon't need my name on my shirtyou can tell that I'm ballin'Swish what a shame coulda got pickedHad a really good game but you missed your last shotSo you talk about who you see at the topOr what you could've sawBut sad to say it's over forPhantom pulled up valetopen doorsWished I'd go awaygot what you was looking forNow it's me whothey wantSo you can go take that little piece of shit with youI'm at a payphone trying to call homeAll of my change Ispent on you WhooWhere have the times goneBaby it's all wrongWhere are the plans wemade for twoIf happy ever after did existI would still be holding you like thisAnd all these fairytales are full of shitOne more fucking love song I'll be sickNow I'm at a payphone,Rock
16,17,Counting Stars,OneRepublic,Lately I've beenI've been losing sleepDreaming about the things thatwe could beBut baby I've beenI've been prayin' hardSaid no more counting dollarsWe'll be counting starsYeah we'll be counting starsI see this lifeLike a swinging vineSwing my heart across the lineIn my face is flashing signsSeek it out and ye shall findOld but I'm not that oldYoung but I'm not that boldAnd I don't think the world is soldI'm just doing what we're toldI feel something so rightdoing the wrong thingI feel something so wrongdoing the right thingI could lie could lie could lieEverything that kills memakes me feel aliveLately I've beenI've been losing sleepDreaming about the things thatwe could beBut baby I've beenI've been prayin' hardSaid no more counting dollarsWe'll be counting starsLately I've beenI've been losing sleepDreaming about the things thatwe could beBut baby I've beenI've been prayin' hardSaid no more counting dollarsWe'll be we'll be counting starsI feel the loveAnd I feel it burnDown this river every turnHope is a four letter wordMake that moneyWatch it burnOld but I'm not that oldYoung but I'm not that boldAnd I don't think the world is soldI'm just doing what we're toldAnd I feel something so wrongdoing the right thingI could lie could lie could lieEverything that drowns memakes me wanna flyLately I've beenI've been losing sleepDreaming about the things thatwe could beBut baby I've beenI've been prayin' hardSaid no more counting dollarsWe'll be counting starsLately I've beenI've been losing sleepDreaming about the things thatwe could beBut baby I've beenI've been prayin' hardSaid no more counting dollarsWe'll be we'll be counting starsTake that money And watch it burnSink in the riverThe lessons I learnedTake that money And watch it burnSink in the riverThe lessons I learnedTake that money And watch it burnSink in the riverThe lessons I learnedTake that money And watch it burnSink in the riverThe lessons I learnedEverything that kills memakes me feel aliveLately I've beenI've been losing sleepDreaming about the things thatwe could beBut baby I've beenI've been prayin' hardSaid no more counting dollarsWe'll be counting starsLately I've beenI've been losing sleepDreaming about the things thatwe could beBut baby I've beenI've been prayin' hardSaid no more counting dollarsWe'll be we'll be counting starsTake that money And watch it burnSink in the riverThe lessons I learnedTake that money And watch it burnSink in the riverThe lessons I learnedTake that money And watch it burnSink in the riverThe lessons I learnedTake that money And watch it burnSink in the riverThe lessons I learned,Rock
17,18,Don't Look Back In Anger,Oasis,Slip inside the eyeof your mindDon't you know you might findA better place to playYou said that you'd never beenBut all the thingsthat you've seenWill slowly fade awaySo I start a revolutionfrom my bedCos you said the brainsI have went to my headStep outside the summertime'sin bloomStand up beside the fireplaceTake that look fromoff your faceYou ain't ever gonna burnmy heart outSo Sally can waitshe knows it's too lateas we're walking on byHer soul slides awaybut don't look back in angerI heard you sayTake me to the placewhere you goWhere nobody knowsif it's night or dayPlease don't put your lifein the handsOf a Rock n Roll bandWho'll throw it all awayGonna START the revolutionfrom my bedCos you said the brainsI have went to my headStep outside cos summertime'sin bloomStand up beside the fireplaceTake that look fromoff your faceYou ain't ever gonna burnmy heart outSo Sally can waitshe knows it's too lateas she's walking on bymy soul slides awaybut don't look back in angerI heard you saySo Sally can waitshe knows it's too lateas she's walking on bymy soul slides awaybut don't look back in angerI heard you saySo Sally can waitshe knows it's too lateas she's walking on bymy soul slides awaybut don't look back in angerdon't look back in angerI heard you sayAt least not today,Rock
18,19,Lucky (Feat. Colbie Caillat),Jason Mraz,Do you hear meI'm talking to youAcross the water across the deep blue oceanUnder the open sky oh mybaby I'm tryingBoy I hear you in my dreamsFeel your whisperacross the seaI keep you with me in my heartYou make it easierwhen life gets hardI'm lucky I'm in lovewith my best friendLucky to have been whereI have beenLucky to be coming home againThey don't know how long it takesWaiting for a love like thisEvery time we say goodbyeI wish we had one more kissI wait for youI promise you I willI'm lucky I'm in lovewith my best friendLucky to have been whereI have beenLucky to be coming home againI'm lucky we're in love every wayLucky to have stayedwhere we have stayedLucky to be coming home somedayAnd so I'm sailing through the seaTo an island where we'll meetYou'll hear the musicfeel the airI put a flower in your hairAnd though the breeze isthrough treesMove so pretty you're all I seeAs the world keep spinning roundYou hold me right here right nowI'm lucky I'm in lovewith my best friendLucky to have beenwhere I have beenLucky to be coming home againI'm lucky we're in love every wayLucky to have stayedwhere we have stayedLucky to be coming home someday,Rock
19,20,Fix You,Coldplay,When you try your best but you don't succeedWhen you get what you want but not what you needWhen you feel so tired but you can't sleepStuck in reverseWhen the tears come streaming down your faceWhen you lose something you can't replaceWhen you love someone but it goes to wasteCould it be worseLights will guide you homeAnd ignite your bonesAnd I will try to fix youHigh up above or down belowWhen you're too in love to let it goBut if you never try you'll never knowJust what you're worthLights will guide you homeAnd ignite your bonesAnd I will try to fix youTears stream down your faceWhen you lose something you cannot replaceTears stream down your faceAnd ITears stream down your faceI promise you I will learn from all my mistakesTears stream down your faceAnd ILights will guide you homeAnd ignite your bonesAnd I will try to fix you,Rock
20,21,Wrecked,Imagine Dragons,Days pass by and my eyesstay dry and I think that I'm okay'Til I find myself in conversationfading awayThe way you smilethe way you walkThe time you took to teach meall that you had taughtTell me how am Isupposed to move onThese days I'm becomingeverything that I hateWishing you were aroundbut now it's too lateMy mind is a place thatI can't escape your ghostSometimes I wish thatI could wish it all awayOne more rainy day without youSometimes I wish thatI could see you one more dayOne more rainy dayOh I'm a wreck without you hereYeah I'm a wrecksince you've been goneI've tried to put this all behind meI think I was wrecked all alongYeah I'm a wreckThey say that the time willheal and the pain will go awayBut everythingit reminds me of youand it comes in wavesThe way you laugh andyour shoulders shookThe time you took to teach meall that you had taughtTell me how am Isupposed to move onThese days I'm becomingeverything that I hateWishing you were aroundbut now it's too lateMy mind is a place thatI can't escape your ghostSometimes I wish thatI could wish it all awayOne more rainy day without youSometimes I wish thatI could see you one more dayOne more rainy dayOh I'm a wreck without you hereYeah I'm a wrecksince you've been goneI've tried to put this all behind meI think I was wrecked all alongThese days when I'm on the brinkof the edgeI remember the words that you saidRemember the life you ledYou'd say Oh suck it all updon't get stuck in the mudThinking of things thatyou should have doneI'll see you again my loved oneI'll see you again my loved oneYeah I'm a wreckI'll see you again my loved oneYeah I'm a wreck without you hereI'm a wreck without you hereloved oneYeah I'm a wrecksince you been goneI'm a wreck since you've been goneI've tried to put this all behind meI think I was wrecked all alongI'm a wreckYeah I'm a wreckSometimes I wish thatI could wish it all awayBut I can'tOne more rainy day without youOne more rainy daySometimes I wish thatI could see you one more dayBut I can'tOne more rainy day,Rock
21,22,Maps,Maroon 5,I miss the taste of a sweeter lifeI miss the conversationI'm searching for a song tonightI'm changing all of the stationsI like to think that we had it allWe drew a map to a better placeBut on that road I took a fallOh baby why did you run awayI was there for youIn your darkest timesI was there for youIn your darkest nightsBut I wonder where were youWhen I was at my worstDown on my kneesAnd you said you had my backSo I wonder where were youWhen all the roadsyou took came back to meSo I'm following the mapthat leads to youThe map that leads to youAin't nothing I can doThe map that leads to youFollowing followingfollowing to youThe map that leads to youAin't nothing I can doThe map that leads to youFollowing following followingI hear your voicein my sleep at nightHard to resist temptation'Cause something strangehas come over meAnd now I can't get over youNo I just can't get over youI was there for youIn your darkest timesI was there for youIn your darkest nightsBut I wonder where were youWhen I was at my worstDown on my kneesAnd you said you had my backSo I wonder where were youWhen all the roadsyou took came back to meSo I'm following the mapthat leads to youThe map that leads to youAin't nothing I can doThe map that leads to youFollowing followingfollowing to youThe map that leads to youAin't nothing I can doThe map that leads to youOh oh ohOh oh ohYeah yeah yeahOh oh ohOh I was there for youOh in your darkest timeOh I was there for youOh in your darkest nightsOh I was there for youOh in your darkest timeOh I was there for youOh in your darkest nightsBut I wonder where were youWhen I was at my worstDown on my kneesAnd you said you had my backSo I wonder where were youWhen all the roadsyou took came back to meSo I'm following the mapthat leads to youThe map that leads to youAin't nothing I can doThe map that leads to youFollowing followingfollowing to youThe map that leads to youAin't nothing I can doThe map that leads to youFollowing following following,Rock
22,23,Natural,Imagine Dragons,Will you hold the lineWhen every one of themhas given up and given inTell meIn this house of mineNothing ever comeswithout a consequence or costtell meWill the stars alignWill Heaven step inWill it save us from our sinWill it'Cause this house of minestands strongThat's the price you payLeave behind your heartand cast awayJust another product of todayRather be the hunterthan the preyAnd you're standing on the edgeface up 'cause you're aNaturalA beating heart of stoneYou gotta be so coldTo make it in this worldYeah you're a naturalLiving your life cutthroatYou gotta be so coldYeah you're a naturalWill somebodyLet me see the lightwithin the dark trees shadowingWhat's happenin'Lookin' through the glassfind the wrong withinthe past knowin'Oh we are the youthCut until it bleeds inside a worldwithout the peace face itA bit of the truth the truthThat's the price you payLeave behind your heartand cast awayJust another product of todayRather be the hunter than the preyAnd you're standing on the edgeface up 'cause you're aNaturalA beating heart of stoneYou gotta be so coldTo make it in this worldYeah you're a naturalLiving your life cutthroatYou gotta be so coldYeah you're a naturalDeep inside meI'm fading to black I'm fadingTook an oath by the blood of my handwon't break itI can taste it the end is upon usI swearGonna make itI'm gonna make itNaturalA beating heart of stoneYou gotta be so coldTo make it in this worldYeah you're a naturalLiving your life cutthroatYou gotta be so coldYeah you're a naturalNaturalYeah you're a natural,Rock
23,24,Lucky Strike,Maroon 5,Youre such a motivator I gotta get you hereSo sick of saying yes sir yes sirYoure such an instigator you wanna play the gameTake it or leave it thats her thats herAnd I can't wait another minuteI can't take the look shes givingYour body rocking keep me up all nightOne in a million my lucky strikeGot me so high and then she dropped meBut she got me she got me she got me badTook me inside and then she rocked meShe keep me up allnight this is what it sounds likeMy lucky strikeMy lucky strikeYour body rocking keep me up all nightOne in a million my lucky strikeStuck in her elevator she take me to the skyAnd I Don't wanna go down go downShe said I'll feel you later go ahead and fantasizeShell make me want her right now right nowI can't wait another minuteI can't take the look shes givingYour body rocking keep me up all nightOne in a million my lucky strikeGot me so high and then she dropped meBut she got me she got me she got me badTook me inside and then she rocked meShe keep me up all nightthis is what it sounds likeMy lucky strikeMy lucky strikeYour body rocking keep me up all nightOne in a million my lucky strikeHey youre taking all my pain awayYoure shaking like an earthquakeHey youre taking all my pain awayYoure shaking like an earthquakeGot me so high and then she dropped meBut she got me she got me she got me badTook me inside and then she rocked meShe keep me up all nightthis is what it sounds likeMy lucky strikeMy lucky strikeYour body rocking keep me up all nightOne in a million my lucky strikeMy lucky strikeMy lucky strikeYour body rocking keep me up all nightOne in a million,Rock
24,25,Bohemian Rhapsody (2011 Remaster),Queen,"Is this the real life is this just fantasy Caught in a landslide No escape from reality Open your eyes Look up to the skies and see I`m just a poor boy I need no sympathy Because I`m Easy come Easy go Little high Little low Anyway the wind blows doesn`t really matter to me to me Mama, just killed a man Put a gun against his head Pulled my trigger Now he`s dead Mama, life had just begun But Now I`ve gone and thrown it all away Mama, oooo didn`t mean to make you cry If I`m not back again this time tomorrowCarry on carry on as if nothing really matters too late My time has come Send shivers down my spineBody`s aching all the time Goodbye everybody I`ve got to go Gotta leave you all behind and face the truthMama, ooo I don`t want to die I sometimes wish I`d never been born at allI see a litte sil hou etto of a manScaramouch scramouch will you do the Fandango Thunder bolt and lightning very very Frightening me Gallileo Gallileo GallileoGallileo Gallileo fi gro Magnifico I`m just a poor boy and nobody loves meHe`s just a poor boy from a poor family Spare him his life from this monstrosity Easy come Easy go will you let me go Bis mill ah no we will not let him go let him goBis mill ahWe will not let you go let him go Bis mill ah  we will not let you go let him gowill not let you go let him gowill not let you go never let me goNo no no no no no noMama mia mama mia mama mia let me go Beelzebub has a devil put aside for me for me for me So you think you can stone me spit in my eyes So you think you can love me and leave me to dieOh baby can`t do this to me BabyJust gotta get outjust gotta get right outta hereOoo yes oo yes Nothing really matters Anyone can see Nothing really matters Nothing really matters to me",Rock
25,26,Animals,Maroon 5,Baby I'm preying on you tonightHunt you down eat you aliveJust like animalsAnimalsLike animalsMaybe you think that you can hideI can smell your scent for milesJust like animalsAnimalsLike animalsBaby I'mSo what you trying to do to meIt's like we can't stop we'reenemiesBut we get along when I'm inside youYou're like a drug that'skilling meI cut you out entirelyBut I get so high when I'm inside youYeah you can start over you canrun freeYou can find other fish in the seaYou can pretend it's meant to beBut you can't stay away from meI can still hear you making that soundTaking me down rolling on the groundYou can pretend that it was me But noBaby I'm preying on you tonightHunt you down eat you aliveJust like animalsAnimalsLike animalsMaybe you think that you can hideI can smell your scent for milesJust like animalsAnimalsLike animalsBaby I'mSo if I run it's not enoughYou're still in my head forever stuckSo you can do what you wanna doI love your lies I'll eat 'em upBut don't deny the animalThat comes alive when I'm inside youYeah you can start over you can run freeYou can find other fish in the seaYou can pretend it's meant to beBut you can't stay away from meI can still hear you making that soundTaking me down rolling on the groundYou can pretend that it was meBut noBaby I'm preying on you tonightHunt you down eat you aliveJust like animalsAnimalsLike animalsMaybe you think that you can hideI can smell your scent for milesJust like animalsAnimalsLike animalsBaby I'mDon't tell no lie lie lie lieYou can't deny ny ny nyThe beast inside side side sideYeah yeah yeahNo girl don't lie lie lie lieYou can't deny ny ny nyThe beast inside side side sideYeah yeah yeahYoWoahhWoahhJust like animalsAnimalsLike animalsJust like animals Animals Like animalsOwwwwBaby I'm preying on you tonightHunt you down eat you aliveJust like animalsAnimalsLike animalsMaybe you think that you can hideI can smell your scent for milesJust like animalsAnimalsLike animalsBaby I'mDon't tell no lie lie lie lieYou can't deny ny ny nyThe beast inside side side sideYeah yeah yeahNo girl don't lie lie lie lieYou can't deny ny ny nyThe beast inside side side sideYeah yeah yeah,Rock
